First Name;MI;Last Name;Age;Hair Color;Eye Color;Sisters;Brothers;No. of Pets;Types of Pets;Occupation;Education;Note
Maud;I;Jackson;46;Green;Green;1;4;0;None;Chauffeur;night school;
Olive;N;Grant;47;Brown;Black;4;5;8;birds, fish;Lumberjack;Ventnor Univ.;
Fanny;L;Queen;41;Blue;Black;2;2;Unk.;cats;Clerk;Princetonne;
Zillah;Y;Ximenez;55;Blue;Grey;1;4;9;Unknown;Unemployed;Nelson's Hall;
Clara;E;Richards;42;Brown;Grey;1;1;9;Unknown;Anesthiesiologist;night school;
Quentin;O;Lambert;28;Grey;Black;1;1;10;dogs, hamsters;Valet;night school;
Kate;I;Watanabe;46;Orange;Grey;1;4;4;birds, dogs;Nurse;night school;
Kate;T;Grant;56;Brown;Red;3;1;5;dogs, fish;Pilot;Ventnor Univ.;
Clara;I;Romanov;46;Black;Grey;1;4;6;Unknown;Secretary;night school;
George;L;Johnson;40;Orange;Brown;1;4;3;birds;Nurse;Ventnor Univ.;
Winnie;R;Black;22;Blue;Blue;2;1;Unk.;cats;Curator;night school;
Una;N;Adams;76;Orange;Brown;2;2;5;dogs, fish;Secretary;night school;
Yorick;A;Siebert;21;Grey;Red;1;4;4;birds, dogs;Dishwasher;night school;
Yorick;C;Xerxes;77;Black;Green;0;6;4;birds, dogs;Actor;night school;
Maud;W;Romanov;25;Brown;Grey;0;3;1;hamsters;Clerk;Nelson's Hall;
Basil;N;Charles;20;Green;Violet;3;3;4;birds, dogs;Assistant;Ventnor Univ.;
Maud;R;Yount;22;Grey;Black;2;2;4;birds, dogs;Administrator;Ventnor Univ.;
Xerxes;E;Dupont;72;Orange;White;1;1;2;fish, hamsters;Journalist;Ventnor Univ.;
Basil;I;Ebbers;63;Grey;Black;1;4;8;birds, fish;Examiner;night school;
Ida;B;Kildare;18;Red;Brown;1;4;7;birds, hamsters;Operator;Ventnor Univ.;
Desmond;L;Enfield;40;Grey;Red;3;1;8;birds, fish;Painter;Ventnor Univ.;
Olive;L;Nichols;40;Red;Green;0;6;10;dogs, hamsters;Singer;Princetonne;
Neville;A;Unser;66;Black;Grey;0;4;3;birds;Cook;Ventnor Univ.;
Quentin;R;Nabors;22;Black;Grey;2;1;10;dogs, hamsters;Editor;Nelson's Hall;
George;N;Williams;20;Grey;Black;0;3;6;Unknown;Maid;Princetonne;
Ernest;E;Unser;49;Green;Black;0;5;Unk.;cats;Operator;Ventnor Univ.;
Amy;F;Yount;70;Black;Red;1;1;6;Unknown;Director;night school;
James;Y;Kildare;78;Brown;Black;4;1;Unk.;cats;Botanist;night school;
Ida;M;Watanabe;53;Brown;Red;1;1;Unk.;cats;Administrator;night school;
Hector;O;Queen;28;Blue;Black;3;1;4;birds, dogs;Tutor;night school;
Prue;B;Lambert;36;Brown;Red;2;1;Unk.;cats;Operator;Princetonne;
Rhoda;N;Kildare;43;Orange;Blue;1;1;8;birds, fish;Therapist;Ventnor Univ.;
Neville;E;Siebert;69;Black;Grey;0;4;Unk.;cats;Busser;Ventnor Univ.;
Victor;O;Grant;32;Brown;Green;2;2;7;birds, hamsters;Zookeeper;Ventnor Univ.;
Neville;I;Howards;46;Grey;Black;2;3;2;fish, hamsters;Nurse;Ventnor Univ.;
Ida;R;Phelps;22;Orange;White;0;3;8;birds, fish;Director;Ventnor Univ.;
Amy;N;Enfield;67;Brown;Green;4;5;3;birds;Teller;Princetonne;
Desmond;W;Grant;27;Green;White;0;6;0;None;Assistant;Nelson's Hall;
Susan;S;Onassis;64;Black;Grey;0;4;4;birds, dogs;Actor;night school;
Neville;E;Nabors;42;Blue;Grey;1;1;Unk.;cats;Zookeeper;Ventnor Univ.;
Hector;Y;Sindel;55;Black;Green;0;5;2;fish, hamsters;Analyst;Alpacawarts;
Amy;U;Queen;52;Red;Green;1;1;5;dogs, fish;Administrator;Princetonne;
Ernest;Y;Grant;55;Black;Black;0;3;7;birds, hamsters;Painter;night school;
Winnie;C;Isaacson;68;Green;White;3;5;3;birds;Butler;Ventnor Univ.;
James;U;Lambert;74;Brown;Green;1;4;Unk.;cats;Lumberjack;Ventnor Univ.;
Desmond;T;Jackson;56;Black;Black;3;3;9;Unknown;Instructor;Princetonne;
Rhoda;O;Nabors;28;Blue;Brown;4;1;3;birds;Maid;Ventnor Univ.;
Basil;U;Kildare;74;Brown;Black;1;1;Unk.;cats;Dishwasher;Saint George;
Quentin;L;Phelps;40;Green;White;2;3;Unk.;cats;Wildcat;Nelson's Hall;
Zillah;N;Adams;76;Green;Brown;3;1;4;birds, dogs;Painter;Saint George;
Amy;Y;Quincy;55;Red;Green;0;6;7;birds, hamsters;Accountant;Princetonne;
Clara;N;Dupont;43;Black;Red;2;1;Unk.;cats;Pilot;Ventnor Univ.;
Winnie;O;Sindel;28;Black;Grey;0;5;10;dogs, hamsters;Botanist;night school;
Winnie;W;Watanabe;25;Green;Brown;3;1;6;Unknown;Mechanic;night school;
Prue;Y;Young;55;Blue;Brown;2;2;0;None;Mechanic;Ventnor Univ.;
Maud;I;Johnson;48;Brown;Grey;2;3;10;dogs, hamsters;Examiner;Princetonne;
Prue;R;Romanov;29;Black;Grey;2;3;2;fish, hamsters;Director;night school;
George;C;Nichols;68;Green;Violet;4;1;Unk.;cats;Chauffeur;Ventnor Univ.;
Zillah;Y;Grant;35;Blue;Blue;2;2;8;birds, fish;Editor;Nelson's Hall;
Una;L;Lambert;41;Orange;Blue;0;3;8;birds, fish;Butler;Princetonne;
Desmond;L;Islington;34;Blue;Brown;0;6;5;dogs, fish;Waiter;Alpacawarts;
James;W;Ximenez;25;Blue;Brown;4;5;5;dogs, fish;Director;night school;
Tallulah;S;Phelps;51;Grey;Red;0;3;8;birds, fish;Accountant;Princetonne;
Xerxes;N;Garrison;67;Black;Black;0;4;3;birds;Busser;Ventnor Univ.;
Xerxes;R;Ebbers;22;Orange;Brown;4;5;1;hamsters;Doctor;Nelson's Hall;
Victor;T;Garrison;56;Black;Green;0;5;Unk.;cats;Wildcat;Alpacawarts;
Susan;L;Hanks;41;Orange;Brown;3;5;10;dogs, hamsters;Auditor;Ventnor Univ.;
Una;L;Dupont;41;Green;White;1;1;Unk.;cats;Clerk;night school;
Leo;E;Yount;49;Red;Grey;3;3;8;birds, fish;Librarian;Ventnor Univ.;
Quentin;Y;Nichols;57;Grey;Black;3;1;9;Unknown;Reporter;night school;
Basil;N;Phelps;43;Blue;Grey;2;3;Unk.;cats;Pilot;night school;
Yorick;O;Grant;32;Green;White;0;6;9;Unknown;Valet;Ventnor Univ.;
Fanny;O;Grant;26;Green;Black;0;5;Unk.;cats;Painter;night school;
Yorick;T;Kildare;56;Green;Green;1;4;Unk.;cats;Busser;Ventnor Univ.;
Amy;E;Johnson;42;Red;Grey;1;1;5;dogs, fish;Assistant;night school;
Prue;D;Watanabe;30;Orange;Brown;3;3;10;dogs, hamsters;Operator;Ventnor Univ.;
Hector;O;Hanks;44;Red;Green;4;5;2;fish, hamsters;Librarian;Ventnor Univ.;
Basil;B;Grant;54;Green;Violet;0;3;Unk.;cats;Valet;night school;
Clara;I;Howards;46;Green;White;0;6;7;birds, hamsters;Chef;Ventnor Univ.;
Leo;N;Valdez;67;Blue;Blue;3;3;Unk.;cats;Analyst;Nelson's Hall;
Ernest;O;Onassis;44;Brown;Grey;0;4;10;dogs, hamsters;Director;Saint George;
Fanny;L;Charles;40;Blue;Grey;0;3;Unk.;cats;Author;Ventnor Univ.;
Hector;A;Black;21;Orange;White;4;1;4;birds, dogs;Operator;night school;
Neville;Y;Grant;55;Green;Violet;2;3;Unk.;cats;Instructor;Ventnor Univ.;
Desmond;B;Sindel;54;Green;Black;2;1;4;birds, dogs;Unemployed;night school;
Olive;S;Michaels;31;Blue;Grey;3;3;7;birds, hamsters;Therapist;Saint George;
Olive;O;Kildare;44;Grey;Red;3;1;1;hamsters;Accountant;Ventnor Univ.;
Maud;R;Islington;60;Green;White;4;5;Unk.;cats;Administrator;Nelson's Hall;
James;R;Siebert;29;Black;Black;0;3;Unk.;cats;Librarian;Princetonne;
Hector;O;Isaacson;26;Orange;Brown;2;2;1;hamsters;Therapist;Ventnor Univ.;
Clara;I;Unser;46;Green;White;2;2;Unk.;cats;Botanist;night school;
Amy;E;Lawrence;59;Brown;Grey;1;4;Unk.;cats;Unemployed;Lodge of Kent;
Basil;D;Dupont;30;Black;Grey;0;4;1;hamsters;Actor;Ventnor Univ.;
James;E;Islington;49;Red;Brown;0;3;7;birds, hamsters;Unemployed;night school;
Una;T;Richards;56;Grey;Red;3;3;5;dogs, fish;Journalist;Princetonne;
Susan;I;Charles;39;Blue;Blue;2;2;4;birds, dogs;Designer;Ventnor Univ.;
Yorick;S;Michaels;51;Red;Green;0;5;10;dogs, hamsters;Assistant;Ventnor Univ.;
Neville;L;Young;34;Orange;Grey;2;3;6;Unknown;Illustrator;night school;
James;S;Queen;50;Grey;Red;3;3;5;dogs, fish;Nurse;Princetonne;
George;R;Dupont;71;Green;Brown;0;3;4;birds, dogs;Teller;Ventnor Univ.;
Ernest;I;Jackson;39;Green;Green;0;4;8;birds, fish;Chauffeur;Ventnor Univ.;
Amy;R;Ebbers;37;Grey;Green;2;1;3;birds;Clerk;night school;
George;M;Michaels;53;Grey;Green;0;5;2;fish, hamsters;Reporter;Saint George;
Winnie;T;Queen;65;Red;Green;1;4;6;Unknown;Valet;night school;
Yorick;B;Phelps;18;Blue;Grey;3;1;Unk.;cats;Analyst;night school;
Maud;N;Lawrence;20;Brown;Brown;0;4;1;hamsters;Therapist;Princetonne;
Yorick;B;Lawrence;36;Orange;White;0;3;3;birds;Waiter;Ventnor Univ.;
Rhoda;T;Michaels;56;Brown;Black;2;3;10;dogs, hamsters;Editor;Princetonne;
Titus;L;Thomas;40;Blue;Black;0;6;7;birds, hamsters;Docent;night school;
Neville;T;Thomas;65;Orange;Blue;2;2;1;hamsters;Nurse;Ventnor Univ.;
Zillah;I;Charles;46;Red;Brown;4;5;Unk.;cats;Nurse;Nelson's Hall;
Rhoda;U;Garrison;52;Blue;Grey;2;1;0;None;Teacher;night school;
Maud;T;Jackson;65;Brown;Red;2;3;7;birds, hamsters;Cook;Ventnor Univ.;
Quentin;S;Michaels;51;Blue;Black;4;1;10;dogs, hamsters;Chauffeur;night school;
Zillah;N;Nabors;33;Grey;Red;3;3;Unk.;cats;Dishwasher;Ventnor Univ.;
Quentin;E;Onassis;69;Red;Brown;4;5;8;birds, fish;Entrepreneur;Ventnor Univ.;
Yorick;N;Islington;20;Orange;Brown;0;4;0;None;Botanist;Ventnor Univ.;
Victor;O;Johnson;44;Black;Grey;3;3;Unk.;cats;Zookeeper;Ventnor Univ.;
Una;R;Siebert;22;Blue;Black;0;5;4;birds, dogs;Zookeeper;Ventnor Univ.;
Neville;A;Yount;38;Red;Brown;0;3;5;dogs, fish;Tutor;Alpacawarts;
Prue;O;Young;44;Grey;Red;1;4;Unk.;cats;Librarian;night school;
Rhoda;A;Lambert;38;Green;White;2;3;10;dogs, hamsters;Instructor;Ventnor Univ.;
Maud;R;Grant;60;Black;Green;3;3;Unk.;cats;Assistant;Ventnor Univ.;
Susan;S;Islington;31;Orange;Brown;2;2;Unk.;cats;Accountant;Ventnor Univ.;
Maud;Y;Jackson;55;Blue;Black;3;1;Unk.;cats;Instructor;Ventnor Univ.;
Clara;Y;Sindel;78;Brown;Grey;3;3;10;dogs, hamsters;Tutor;Ventnor Univ.;
Susan;C;Phelps;68;Orange;Brown;2;1;10;dogs, hamsters;Professor;Ventnor Univ.;
Winnie;Q;Williams;73;Grey;Red;0;6;Unk.;cats;Secretary;Ventnor Univ.;
Ida;N;Michaels;33;Brown;Brown;3;5;1;hamsters;Curator;Ventnor Univ.;
Desmond;E;Lambert;61;Black;Red;2;3;9;Unknown;Clerk;Princetonne;
Fanny;P;Isaacson;58;Blue;Grey;0;3;7;birds, hamsters;Administrator;night school;
James;O;Grant;28;Green;Green;0;3;1;hamsters;Lumberjack;Ventnor Univ.;
Prue;A;Brown;21;Red;Green;2;3;5;dogs, fish;Curator;Ventnor Univ.;
Clara;O;Williams;28;Red;Green;4;1;2;fish, hamsters;Teacher;night school;
Maud;S;Yount;31;Black;Grey;3;3;4;birds, dogs;Cook;night school;
Rhoda;L;Nabors;41;Blue;Brown;0;6;10;dogs, hamsters;Auditor;Ventnor Univ.;
Leo;B;Phelps;36;Black;Green;0;4;Unk.;cats;Administrator;Ventnor Univ.;
Maud;C;Morrison;77;Brown;Grey;2;2;3;birds;Chef;night school;
Fanny;P;Grant;58;Blue;Brown;3;5;Unk.;cats;Botanist;night school;
Prue;Q;Williams;73;Red;Brown;4;1;7;birds, hamsters;Sysop;night school;
Ernest;L;Thomas;34;Green;White;0;6;3;birds;Reporter;Princetonne;
Susan;S;Enfield;51;Brown;Red;4;1;9;Unknown;Chauffeur;Saint George;
Ida;S;Sindel;31;Blue;Black;3;1;Unk.;cats;Director;Ventnor Univ.;
Xerxes;E;O'Leary;61;Green;Green;0;6;10;dogs, hamsters;Entrepreneur;night school;
Rhoda;I;Lambert;19;Green;Green;0;4;0;None;Mechanic;Ventnor Univ.;
Titus;T;Valdez;56;Red;Brown;0;5;4;birds, dogs;Maid;Ventnor Univ.;
Olive;Y;Hanks;78;Green;Violet;4;5;1;hamsters;Doctor;night school;
Kate;I;Jackson;48;Blue;Black;0;5;10;dogs, hamsters;Clerk;Princetonne;
Ida;C;Nichols;68;Brown;Green;0;5;0;None;Instructor;Ventnor Univ.;
Basil;W;Enfield;25;Green;Violet;3;5;Unk.;cats;Wildcat;Ventnor Univ.;
Neville;E;Phelps;75;Grey;Red;0;3;6;Unknown;Clerk;night school;
Quentin;O;Valdez;44;Brown;Red;0;5;4;birds, dogs;Zookeeper;night school;
Zillah;B;Nabors;18;Brown;Grey;1;1;0;None;Professor;Ventnor Univ.;
Yorick;T;Thomas;24;Brown;Black;0;5;Unk.;cats;Zookeeper;Ventnor Univ.;
Zillah;D;Ximenez;30;Green;Green;2;2;3;birds;Clerk;Saint George;
Susan;O;Lambert;28;Green;Green;3;5;0;None;Auditor;Ventnor Univ.;
Ernest;E;Quincy;61;Brown;Black;0;5;9;Unknown;Wildcat;night school;
Ida;S;Nichols;50;Orange;Grey;4;1;Unk.;cats;Director;Ventnor Univ.;
Zillah;M;Richards;53;Brown;Red;2;3;8;birds, fish;Anesthiesiologist;Nelson's Hall;
Prue;R;Sindel;37;Orange;Blue;2;2;Unk.;cats;Accountant;night school;
George;N;Williams;33;Red;Grey;0;6;8;birds, fish;Doctor;Ventnor Univ.;
George;B;Grant;54;Red;Green;4;1;2;fish, hamsters;Nurse;night school;
Ida;B;Sindel;36;Black;Grey;0;6;7;birds, hamsters;Clerk;Ventnor Univ.;
Basil;L;Thomas;40;Brown;Brown;1;1;5;dogs, fish;Wildcat;Princetonne;
Clara;Y;Ebbers;78;Black;Grey;3;1;9;Unknown;Tutor;Ventnor Univ.;
Prue;E;Romanov;42;Orange;Brown;1;4;10;dogs, hamsters;Secretary;Ventnor Univ.;
Winnie;N;Jackson;43;Grey;Red;0;6;1;hamsters;Tutor;Princetonne;
Xerxes;B;Black;18;Grey;Black;3;1;9;Unknown;Docent;Ventnor Univ.;
Ernest;I;Nichols;46;Blue;Grey;0;3;0;None;Director;Ventnor Univ.;
Leo;O;Unser;32;Grey;Black;4;5;6;Unknown;Valet;Ventnor Univ.;
Rhoda;I;Valdez;63;Blue;Brown;1;4;Unk.;cats;Unemployed;Ventnor Univ.;
Kate;E;Howards;72;Orange;Grey;2;3;Unk.;cats;Clerk;Princetonne;
James;L;Nabors;40;Orange;Brown;3;1;Unk.;cats;Examiner;Ventnor Univ.;
Maud;O;Black;32;Brown;Brown;4;5;5;dogs, fish;Nurse;night school;
Quentin;E;Johnson;49;Brown;Red;4;1;3;birds;Administrator;Ventnor Univ.;
Victor;O;Xerxes;44;Red;Green;3;1;3;birds;Assistant;Ventnor Univ.;
Susan;I;Richards;63;Black;Green;2;3;Unk.;cats;Journalist;Ventnor Univ.;
Neville;E;Ximenez;61;Orange;Grey;4;1;8;birds, fish;Masseur;Ventnor Univ.;
Quentin;A;Valdez;38;Brown;Green;0;5;3;birds;Journalist;Ventnor Univ.;
Quentin;S;Nichols;64;Green;Brown;0;4;3;birds;Curator;Saint George;
Quentin;Q;Phelps;73;Green;Green;4;5;3;birds;Butler;Ventnor Univ.;
Fanny;A;Xerxes;66;Grey;Red;1;1;9;Unknown;Administrator;Ventnor Univ.;
Prue;B;Watanabe;18;Red;Green;1;4;5;dogs, fish;Instructor;Nelson's Hall;
Basil;F;Queen;70;Green;Black;0;5;8;birds, fish;Cook;Ventnor Univ.;
Kate;B;Kildare;54;Red;Green;0;3;5;dogs, fish;Pilot;Princetonne;
Desmond;U;Lambert;52;Green;White;0;6;3;birds;Pilot;Ventnor Univ.;
Kate;Y;Howards;35;Blue;Black;2;3;9;Unknown;Chef;night school;
Prue;O;Phelps;32;Brown;Grey;1;4;0;None;Operator;Princetonne;
Neville;I;Brown;63;Orange;White;2;3;1;hamsters;Operator;Ventnor Univ.;
Ernest;S;Franklin;31;Orange;Brown;3;1;1;hamsters;Waiter;Ventnor Univ.;
Clara;S;Quincy;64;Grey;Black;1;1;8;birds, fish;Anesthiesiologist;Saint George;
Quentin;E;Williams;49;Grey;Red;3;5;5;dogs, fish;Maid;Princetonne;
Neville;U;Lambert;52;Orange;Grey;1;4;5;dogs, fish;Author;Ventnor Univ.;
Leo;Y;Grant;55;Orange;Brown;3;5;3;birds;Teacher;night school;
George;E;Phelps;69;Orange;Brown;0;4;Unk.;cats;Examiner;Ventnor Univ.;
Victor;I;Nabors;19;Blue;Grey;3;5;6;Unknown;Masseur;Princetonne;
George;T;Franklin;45;Orange;White;2;1;7;birds, hamsters;Nurse;night school;
Olive;S;Sindel;51;Black;Black;0;3;7;birds, hamsters;Chef;Ventnor Univ.;
Xerxes;R;Onassis;60;Green;White;2;3;8;birds, fish;Editor;Ventnor Univ.;
Ida;E;Sindel;75;Grey;Green;0;6;Unk.;cats;Waiter;Ventnor Univ.;
Yorick;T;Michaels;45;Green;Black;0;4;Unk.;cats;Auditor;Princetonne;
Zillah;I;Richards;39;Red;Green;0;3;4;birds, dogs;Masseur;night school;
Titus;E;Adams;75;Orange;Brown;0;3;10;dogs, hamsters;Actor;Ventnor Univ.;
Winnie;T;Ximenez;65;Green;Green;1;1;6;Unknown;Therapist;Ventnor Univ.;
Clara;A;Queen;21;Blue;Black;0;4;4;birds, dogs;Editor;night school;
Fanny;S;Lawrence;51;Black;Red;3;1;0;None;Librarian;Ventnor Univ.;
Desmond;T;Ximenez;45;Orange;Green;0;6;Unk.;cats;Busser;Ventnor Univ.;
Neville;E;Yount;49;Blue;Grey;4;5;Unk.;cats;Designer;Ventnor Univ.;
Zillah;S;Jackson;51;Black;Green;2;3;0;None;Teacher;Alpacawarts;
Fanny;A;Quincy;66;Green;White;0;3;3;birds;Analyst;Nelson's Hall;
James;L;Thomas;34;Black;Grey;2;3;8;birds, fish;Actor;Ventnor Univ.;
Maud;L;Lambert;41;Blue;Black;4;1;0;None;Butler;Ventnor Univ.;
Basil;S;Sindel;62;Green;Brown;2;3;5;dogs, fish;Therapist;Ventnor Univ.;
Olive;U;Young;74;Grey;Red;4;5;4;birds, dogs;Entrepreneur;Ventnor Univ.;
Yorick;P;O'Leary;58;Brown;Green;4;1;Unk.;cats;Auditor;Saint George;
Kate;O;Kildare;44;Red;Green;2;1;6;Unknown;Singer;Ventnor Univ.;
James;N;Brown;67;Orange;White;3;1;4;birds, dogs;Pilot;Ventnor Univ.;
Winnie;A;Hanks;66;Red;Green;3;5;Unk.;cats;Masseur;Ventnor Univ.;
Maud;L;Quincy;41;Orange;Blue;4;1;8;birds, fish;Administrator;Ventnor Univ.;
Xerxes;B;Charles;18;Green;Green;2;3;1;hamsters;Butler;night school;
Maud;Q;Johnson;73;Black;Black;2;3;6;Unknown;Clerk;Ventnor Univ.;
Fanny;W;Enfield;27;Brown;Red;4;1;Unk.;cats;Docent;night school;
Clara;S;Morrison;51;Orange;Grey;1;4;4;birds, dogs;Sysop;Ventnor Univ.;
Una;I;Kildare;48;Black;Green;0;3;6;Unknown;Clerk;Princetonne;
Titus;W;Howards;27;Black;Grey;2;3;1;hamsters;Assistant;Ventnor Univ.;
Ernest;O;Franklin;44;Brown;Brown;2;3;0;None;Nurse;Ventnor Univ.;
Prue;T;O'Leary;24;Green;Violet;2;3;1;hamsters;Forest Nurse;Ventnor Univ.;
Quentin;R;Xerxes;60;Grey;Black;1;1;Unk.;cats;Waiter;night school;
Prue;C;Richards;68;Red;Brown;3;3;Unk.;cats;Tutor;Ventnor Univ.;
Xerxes;Y;Ximenez;35;Black;Black;0;3;Unk.;cats;Cook;night school;
Hector;N;Ebbers;67;Orange;Grey;4;1;10;dogs, hamsters;Painter;Lodge of Kent;
Ida;A;Black;38;Brown;Brown;2;2;4;birds, dogs;Journalist;night school;
Ernest;N;Howards;47;Brown;Grey;2;1;7;birds, hamsters;Secretary;Ventnor Univ.;
Xerxes;E;Enfield;69;Blue;Blue;4;1;3;birds;Sysop;Ventnor Univ.;
Olive;L;Nabors;34;Red;Brown;0;4;2;fish, hamsters;Chauffeur;night school;
Yorick;R;Sindel;60;Blue;Brown;4;1;1;hamsters;Secretary;Alpacawarts;
Desmond;R;Dupont;29;Grey;Black;3;3;Unk.;cats;Tutor;Princetonne;
Olive;L;Unser;34;Red;Brown;2;3;4;birds, dogs;Author;night school;
Kate;E;Richards;61;Blue;Brown;0;4;2;fish, hamsters;Unemployed;Ventnor Univ.;
Leo;S;Franklin;51;Orange;Brown;0;3;0;None;Professor;Ventnor Univ.;
Kate;T;Nabors;45;Black;Grey;4;1;1;hamsters;Analyst;Saint George;
Una;R;O'Leary;60;Brown;Green;3;3;0;None;Illustrator;Ventnor Univ.;
Rhoda;O;Nichols;44;Green;Brown;0;3;10;dogs, hamsters;Pilot;Princetonne;
Zillah;R;Kildare;37;Grey;Red;3;5;4;birds, dogs;Teller;Princetonne;
Ernest;C;Lambert;77;Brown;Black;3;1;Unk.;cats;Administrator;Princetonne;
Zillah;N;Richards;43;Orange;Brown;0;3;3;birds;Chef;Saint George;
Amy;C;Romanov;77;Green;Green;1;4;4;birds, dogs;Teller;night school;
Victor;E;Dupont;61;Orange;Green;1;1;Unk.;cats;Designer;Saint George;
Rhoda;Y;Onassis;78;Orange;Green;3;3;0;None;Lumberjack;Princetonne;
Maud;A;Young;38;Blue;Black;0;4;7;birds, hamsters;Waiter;Ventnor Univ.;
Susan;E;Nichols;72;Orange;White;4;5;5;dogs, fish;Clerk;Ventnor Univ.;
Ernest;A;Nichols;66;Orange;Green;3;1;9;Unknown;Curator;Ventnor Univ.;
Basil;R;Johnson;60;Red;Green;1;1;0;None;Auditor;Ventnor Univ.;
Prue;L;Phelps;34;Black;Green;4;1;10;dogs, hamsters;Doctor;Ventnor Univ.;
Desmond;T;Grant;56;Blue;Brown;3;3;0;None;Teller;Princetonne;
Titus;N;Grant;67;Grey;Black;4;5;Unk.;cats;Examiner;Ventnor Univ.;
George;Q;Adams;73;Orange;White;0;3;9;Unknown;Editor;night school;
Susan;R;Grant;37;Black;Green;3;1;4;birds, dogs;Guest Docent;Ventnor Univ.;
Clara;Y;Isaacson;35;Brown;Black;0;4;10;dogs, hamsters;Teller;Ventnor Univ.;
Amy;E;Xerxes;61;Brown;Brown;2;2;Unk.;cats;Unemployed;Ventnor Univ.;
Victor;C;Enfield;77;Brown;Black;4;1;Unk.;cats;Author;Ventnor Univ.;
Basil;O;Siebert;44;Blue;Blue;2;2;3;birds;Assistant;Nelson's Hall;
Ernest;N;Ebbers;20;Black;Red;2;1;Unk.;cats;Docent;Ventnor Univ.;
Maud;I;Richards;19;Black;Green;1;4;Unk.;cats;Nurse;night school;
Hector;L;Enfield;41;Orange;Green;3;1;6;Unknown;Tutor;night school;
Leo;I;Williams;48;Blue;Black;0;4;1;hamsters;Chauffeur;Ventnor Univ.;
Yorick;S;Watanabe;50;Orange;Brown;3;5;4;birds, dogs;Operator;night school;
Leo;B;Richards;18;Green;White;0;4;7;birds, hamsters;Designer;night school;
Zillah;Y;Yount;78;Blue;Blue;0;6;Unk.;cats;Wildcat;night school;
Quentin;Y;Enfield;78;Red;Grey;1;4;8;birds, fish;Illustrator;night school;
Ernest;Y;Sindel;23;Orange;Grey;3;5;1;hamsters;Lumberjack;Ventnor Univ.;
Winnie;L;Phelps;40;Green;White;2;1;9;Unknown;Professor;night school;
Maud;Q;Young;73;Orange;Green;0;5;0;None;Kiln Inspector;night school;
Desmond;U;Michaels;52;Grey;Red;1;4;4;birds, dogs;Auditor;Ventnor Univ.;
Ida;B;Sindel;18;Brown;Grey;2;1;2;fish, hamsters;Pilot;Ventnor Univ.;
James;N;Xerxes;76;Grey;Green;1;4;9;Unknown;Assistant;night school;
James;F;Unser;70;Red;Brown;1;4;5;dogs, fish;Busser;Ventnor Univ.;
Desmond;E;Brown;59;Blue;Blue;0;5;Unk.;cats;Maid;Princetonne;
Amy;N;Black;47;Black;Red;4;1;4;birds, dogs;Masseur;night school;
George;R;Jackson;60;Grey;Green;0;5;Unk.;cats;Botanist;night school;
Una;P;Garrison;58;Grey;Green;0;3;5;dogs, fish;Accountant;Ventnor Univ.;
Desmond;D;Richards;30;Green;Black;2;3;Unk.;cats;Therapist;Ventnor Univ.;
Neville;T;Garrison;45;Green;Brown;2;2;5;dogs, fish;Mechanic;Alpacawarts;
Titus;F;Ebbers;70;Blue;Grey;2;2;Unk.;cats;Chauffeur;Princetonne;
Xerxes;R;Quincy;37;Black;Grey;2;2;3;birds;Operator;Ventnor Univ.;
Neville;A;Sindel;21;Orange;White;1;1;2;fish, hamsters;Lumberjack;night school;
Susan;L;Ebbers;41;Brown;Black;0;4;8;birds, fish;Auditor;night school;
Rhoda;I;Adams;39;Orange;Green;0;3;6;Unknown;Zookeeper;Ventnor Univ.;
Neville;U;Unser;52;Brown;Black;3;1;10;dogs, hamsters;Illustrator;night school;
Neville;O;Hanks;26;Red;Green;0;3;6;Unknown;Docent;Ventnor Univ.;
Basil;E;Nabors;72;Black;Red;2;1;1;hamsters;Instructor;Princetonne;
Susan;E;Romanov;75;Black;Grey;2;3;0;None;Entrepreneur;Ventnor Univ.;
Neville;B;Isaacson;18;Blue;Blue;3;1;2;fish, hamsters;Painter;night school;
Prue;W;Thomas;25;Grey;Green;4;1;1;hamsters;Unemployed;Ventnor Univ.;
Ida;L;Black;34;Brown;Red;3;1;10;dogs, hamsters;Docent;night school;
Kate;T;Johnson;65;Green;Black;4;1;1;hamsters;Auditor;night school;
Hector;I;Morrison;46;Red;Brown;0;3;7;birds, hamsters;Professor;Ventnor Univ.;
Rhoda;E;Lawrence;59;Red;Brown;4;1;1;hamsters;Actor;night school;
Quentin;A;Thomas;21;Black;Red;2;1;8;birds, fish;Director;night school;
George;S;O'Leary;64;Blue;Blue;2;2;5;dogs, fish;Doctor;Ventnor Univ.;
Prue;S;Watanabe;50;Orange;White;0;6;4;birds, dogs;Curator;Ventnor Univ.;
Prue;Y;Kildare;78;Grey;Red;0;6;10;dogs, hamsters;Singer;Ventnor Univ.;
Basil;D;Black;30;Green;Brown;3;5;3;birds;Painter;night school;
Yorick;N;Thomas;47;Green;Green;2;3;Unk.;cats;Tutor;night school;
Rhoda;B;Romanov;54;Orange;White;0;5;6;Unknown;Journalist;Saint George;
Neville;T;Charles;65;Brown;Red;1;1;9;Unknown;Administrator;Nelson's Hall;
Leo;T;Charles;45;Red;Green;3;5;2;fish, hamsters;Administrator;Ventnor Univ.;
Amy;A;Watanabe;21;Red;Grey;0;5;4;birds, dogs;Administrator;Ventnor Univ.;
